,Sentiment,Tweet
1599555,positive,@dorkscotch hahah ye ye ye nasyid. i pun layan jugaa uuuu 
1599556,positive,@chinkchilla there's this brilliant add-on for firefox called &quot;Read Later&quot; makes you tag a site that u can read later. A semi-bookmark. 
1599557,positive,I am hanging out with Kristyn!!!! 
1599558,positive,"@JenaDelk The flattery continues.  Thanks, Jena!"
1599559,positive,@yourteube  bah de rien 
1599560,positive,@mikes1979 Thanks Mike! Should be fun 
1599561,positive,@daisyx yah im glad u liked the vid! and im already working on the next..charah-centric of course 
1599562,positive,@niko_santorini Agree with number one (they will water it down) but disagree with second (can't beat banksters). 
1599563,positive,"So...I JUST GOT LVATT!  #BlackKeys, #MuchBetter, #FlyWithMe, #TurnRight, #WhatDidIDoToYourHeart, #HeyBaby, &amp; #PoisonIvy: FAVORITES! "
1599564,positive,Watching Twilight... again 
1599565,positive,just invited some people 
1599566,positive,Can youu people leave me some comments pleasee??!! thankyouu 
1599567,positive,@NicciLuvsMollie no problem ;) and awww  I'm sure you'll get lots of amazing pics of her (and them) too lol
1599568,positive,@aniszlee thanks 
1599569,positive,@Elise_Olivia Haha all the nicknames ppl cal me.heyy in NZ im still known as gosip girl...the drama queen n the dumbblonde im 1 of a kind 
1599570,positive,@itslauraduggan Lol thats why me and @spunkransomed3 are friends Lol we met on bebo almost a year ago..BFF's since 
1599571,positive,i'm a freshman again. learning how to read my schedule. hahah mostly just missing math for @emilyblodgett. 
1599572,positive,@absolutspacegrl Doing all 3 dances now! 
1599573,positive,"http://twitpic.com/7jofs - This is with my whole family on June 14th, when we had a familyday! "
1599574,positive,"@giuly_argentina I'm fine! @work, chatting with people and pretending to be working..... "
1599575,positive,so proud of those boys! #1 on itunes 
1599576,positive,listening to #linesvinesandtryingtimes right now 
1599577,positive,@GloPan my mom made that mistake with me in high school; i've been addicted ever since... just a warning... 
1599578,positive,Cousin* LOL and now 2 more mins 
1599579,positive,@jewelss please share how you like it 
1599580,positive,hiking the indian council cave trail today! 
1599581,positive,Much Better  LVATT ohhhh yea!
1599582,positive,Watching Law &amp; Order: Criminal Intent and listening to 'Take on Me'. Such a lovely combination 
1599583,positive,@radagast22 It's not the 'nillas I worry about. Tequila squicks me 
1599584,positive,The SUN is shining!! I'm happy. 
1599585,positive,@peterfacinelli your brazilian fans are supporting you! 
1599586,positive,is off to salsaaaa  then t.reilly !
1599587,positive,"@prettykkool Im actually eating animal crackersss and watching will and grace..  ha, WHATS CRACKINN!?"
1599588,positive,@MikeRuocco good luck 
1599589,positive,Jk! I love you and ur sexy tie dye! 
1599590,positive,Hey you - James the electrician is coming over tomorrow about 8am - he says it shouldn't take long 
1599591,positive,"Hmm I dreamed that I woke up in good ol'New Hamp, it must have been sleeping next to a window on a rainy morning "
1599592,positive,"@4_s_m_4 well i just made it back too. Really sorry, i left my phone at home! Lol... I feel so free now though  no more exams! =D x"
1599593,positive,@MoneyFriend Am I making sense or do you think I am a bit bananas? 
1599594,positive,@CHRIS_Daughtry Sort of Kind of 
1599595,positive,@kirsttt7 right now :y in the david lloyd. he is everywere 
1599596,positive,"Go buy the new Jonas Brothers album Lines, Vines and Trying Times NOW its really really good great in fact so GO BUY IT "
1599597,positive,waiting for dad  . We watched 'old school' with our germanteacher
1599598,positive,We are all seekers with a goal of JOY~we undo a lifetime of negative conditioning... 
1599599,positive,"@Elle_333 @jenfafer midnight showing peoples, y'all better be with me "
1599600,positive,i met lee yong dae and lin dan. hahaha. but i dind't have pictures with them. | KO SUNG HYUN sarangheyo~ 
1599601,positive,@JoAnneJoyM hi !!!! Thank you ! I missed my twitter friends 
1599602,positive,@KayDesigner Thanks Katherine! Love your site! Go get 'em! 
1599603,positive,@ItsJustDi I hear ya!!  I am the same way! LOL!  Well Happy Tuesday! 
1599604,positive,wooohooo new chickenfoot video! 
1599605,positive,@MurMurss yooou should lemme borrow them 
1599606,positive,@tandoori There's a Wolverine and Spiderman one I want  I wish they had a warlock one so I could nub it up some more lol.
1599607,positive,Sammy Hagar â Mas Tequila  ..take you on a little trip...  â« http://blip.fm/~8bm4l
1599608,positive,is SO excited for The Fray concert today!!!!!! Also wishing her baby good luck on her interview today 
1599609,positive,Keep listening - thanks  www.reverbnation.com/keithhide
1599610,positive,Needs food soo much. Going to watch t.v then shower later on  .
1599611,positive,@InesVargas 17&quot;?! Hope you dont plan on traveling with that one... im happy with my 15&quot;. 
1599612,positive,having lunch with my BFF!! 
1599613,positive,#mw2 Click on more from this user.. and rate my other comments.. some good ideas.  Thumbs up to keep this post active
1599614,positive,@brothrsaw The count would lead to shutter death~ Every shutter unit has it's &quot;life span&quot; 
1599615,positive,@theskink And in car?  On street via Mobile?  Perhaps I'm just jealous 
1599616,positive,@hadasaguilar loved does not preclude annoying.  But thanks. How's the post grad life going. Pop said you're thinking med school.
1599617,positive,@lovecookies inspired by your positive charisma I'm following you 
1599618,positive,@700stories thanks for sharing. now to couteract! 
1599619,positive,@lovskogen only hell yeah! I'm ripped 
1599620,positive,"@FoxyOxymoron Kim, I'm finally back- from the awful task of moving my office crosstown. Now I owe ya one (for the FF). Thanks! "
1599621,positive,"Aight let's get back to fishing   I love all my brothers and sisters (even with flaws,scars,bruises and different temperaments)"
1599622,positive,Watching Jimmy Kimmel  He talks too much. Oops...
1599623,positive,@elijahmanor tell the masters of CSS they suck and owe me a year supply of Advil 
1599624,positive,"@gloomybread aha, thankyou "
1599625,positive,"I am sitting here listening to pussy cat dolls, wondering what to cook for dinner gonna sit in garden and sunbathe helps me think honest "
1599626,positive,loves her life pretty much lately. 
1599627,positive,"@RachelStarrxxx Yes, can see it. "
1599628,positive,"Good morning everyone!  And to my fabulous UK friends, Good late-afternoon/early evening   And to everyone in between...well...HI!"
1599629,positive,@KhloeKardashian i admire my mum most... cheesy i know but she's given up alot for me to have a better life 
1599630,positive,@MichelleFeldman Enjoy the trip! See you when you get back 
1599631,positive,103 Followers!! 
1599632,positive,your right... 
1599633,positive,@alexakelly Highlight of my mornings. 
1599634,positive,@tuzakey actually the drive failure was in the file server at home.  Lost about 300GB. Site being down is another issue entirely. 
1599635,positive,@nicholaslamb Rumor has it that a movie is in the works 
1599636,positive,hitting the links todayyy 
1599637,positive,"@ComputerArts  Kjell Ekhorn, and Jon Forss   are the two members! "
1599638,positive,@IndyTalk looks like it is working now...thanks 
1599639,positive,@raihanamcfly hehe now u do! 
1599640,positive,opps actually 2 bestfriends 
1599641,positive,@hype6477 Good to hear all's cool. I've just sent you a DM hope it'll start to help you 
1599642,positive,kings dominion was a freaking blast! tony tyler cody linzy and jordan are the best people! 
1599643,positive,"@blum86 most of these come from either real events, or just the worst possible situations I can imagine. But I don't hurt animals  ^MW"
1599644,positive,tired... it's raining outside my window  *sigh*
1599645,positive,"@synergii1 I will check into the links....sorry about that, thanks for the heads up! "
1599646,positive,looks like it's time for lunch on the patio... again ... 
1599647,positive,http://twitpic.com/7jomc - Party invites 
1599648,positive,"@AnushiyaE This is kind of late, but better late than never! THANKS for the kind wishes! "
1599649,positive,"Decisions decisions! At registration u will have to decide between Twitter, Delicious or Blogging, for the afternoon sessions. Think on "
1599650,positive,SissyDawnie: @CokieTheCat - Marvelous on 10 cancer-free years!!!!! YAY!! *** Thanks! Yeah. We're all pretty psyched about that! 
1599651,positive,"@ALOliver  ta for the follow!  hope you like your K-box gel audio speaker! Did you know that with a Y adaptor, you can play 2 at once!"
1599652,positive,@asandroq Are you not working anymore? Or sleeping? 
1599653,positive,@seblefebvre can you put boston in your tourdates somewhere? 
1599654,positive,"@mrsbubblehead YEs, I think so.  We got in free w/their Here's to Heros program.  E had a BLAST!!  LOVED the pengiuns &amp; Bay of Play "
1599655,positive,@pinkpeony_etsy you have a lovely shop on etsy!  good luck!
1599656,positive,watching Buffy with my Nana. 
1599657,positive,@XanaCaetano eh i already told him the deal. if he follows me i'll follow him. simple as. 
1599658,positive,Goodnight air. Goodnight noises everywhere. Goodnight! 
1599659,positive,rain is good 
1599660,positive,@pennydog Not good! Poss put an old (bent to appropriate shape) wire coathanger in to help protect em? 
1599661,positive,Wats good my twiggas..just wakin up gttin ready...anotha day anotha dolla $$  $$ I'm Locked In!!
1599662,positive,you're never too old to play in the rain 
1599663,positive,@hwaterman Thanks for the all the advice Heather! It worked 
1599664,positive,"Got back last German exam for this year. 2... which is awesome, btw. "
1599665,positive,@meganhelly i no you love me really 
1599666,positive,"@roderickvd tnks  University of Tokyo, April 2010, if I manage to get a scholarship"
1599667,positive,"@indie_eire yeah, i like to wet my whistle now and again "
1599668,positive,You know there's way too much going on when you're glad it's &quot;only&quot; Tuesday 
1599669,positive,when love takes ooooooovvveeee*voice cracks*eeerrrrrrr i love u Kelly! ur getting better! at least there wasnt a backing track this time 
1599670,positive,I just feel like typing gibberish 
1599671,positive,"@kikenlitol beach e, full moon party.. thats one thing i want to try there.. and pattaya of course.. "
1599672,positive,@palinor I'm not really able to condone spending the money for it. I'll probably be in EUG. Love ta see ya 
1599673,positive,@MissHKS it was all done with trick photography to make the mug look taller than it really is 
1599674,positive,"yesterday,my house smelt like that really cool smell u get at the pool,of the chlorinated water  today it smells like french fries!  lol"
1599675,positive,wrote more than 5000 words today and feel pretty much ok. A little drained but satisfied: the book is starting to shape 
1599676,positive,Dude woke up really early to get my car worked on. Now I'm waiting here @ Carlson Subaru with nothing to do 
