,Tweet,Sentiment
28992,You can`t take this feeling away from me<3. going to lay down & watch a movie.,positive
28993, yeah I m so happy for them that they should moved on and out there partying I m so happy,positive
28994, a lovely weekend thank you  Whats it like where you live? Exciting im sure  night night ****,positive
28995, sometimes ... you just have to write it off ... and start from the top of your tweet stream.  The past has happened,neutral
28996,"Good morning, everyone!",positive
28997, I`m gonna havta temp stop fllwing u while ur talkin abt kobe bc I loveeeeeeee him & I`m taking it personal and I like lebron 2.,positive
28998,i absolutly love kill bill vol. 1!!! I think lucy liu is sooo gorgeous!!!!,positive
28999,Just back from graduation.  Two more doctors in the family now,positive
29000, left a comment on your blog post,neutral
29001,havent been on in awhile.  no point anyways,negative
29002,at least I get to watch over time  Let`s go Pens!!,neutral
29004, Thanks  #sigjeans,positive
29005, a great song by East Clubbers,negative
29008, I don`t watch - just wish - TV`s been off for months- I love it  Guess I won`t win though LOL,positive
29009,happpy mothers day,positive
29010," oops, me and my drunken stupor lol. Ima check it out",negative
29011,_90 haha agreed  LOL,positive
29012,cotton candy milkshake,neutral
29013,Making pork stir-fry and brown rice for dinner.,neutral
29014,home in carlsbad with the whole family for mother`s day!,neutral
29016," I love the humor, I just reworded it. Like saying 'group therapy' instead`a 'gang banging'. Keeps my moms off my back.   Hahaha",positive
29018, that is a good pic  All the guys looked good yesterday tho..don`t ya think?,positive
29019,i have a crush on someone!,positive
29020,"Hey the letter I sent finally came back today, ill stuff its contents in with the other letter and send it off to you tomorrow",neutral
29021,Subway=yum!,positive
29023, awww. its cool. i ate too much ice cream,positive
29024,Playing d.j in Ray`s ride! On our way to have some delish sushi,neutral
29025, i`m both. But more girl than guy.,neutral
29026," I would lime them. Or lemon?  And deal, sounds fabulous to me!  Text me up when you`re back",positive
29027,Just shot my new .22 rifle!  The auto-reset plinker target I built in shop class works great!,positive
29028,"  Yeah, I only drank a little bit anyways. It definitely was the show and not the drink!!",neutral
29029,Ã¯Â¿Â½Ã¯Â¿Â½We are ready for the new generation!!...Oh yeah...We are a Backstreet fans and we are proud about it!!,positive
29030,"here it`s 3:34  a.m. and i`m at home, after a night in a pub",neutral
29031," o yea? awwww, how sweet!! U r good kids!",positive
29032,I lafff the rain,neutral
29033, and movies too!!!,neutral
29034,"_zero its cool, and thats good",positive
29035," Haha, true  thankfully the regular keyboard does the job... most of the time.",positive
29036," haha...Live long & prosper. The movie was better than I thought, they did an awesome job, I`m pleased",positive
29037, BabyLove em homenagem ao Baby D,positive
29039,my dad and i totally just rocked out to the offspring-pretty fly for a white guy. haha.,positive
29040, WOOHOOO very cool see I knew u would get to see her,positive
29041, lol to see my king,neutral
29042,"Had to change 'within 50 miles', because within 25 miles were effin` BORING.",negative
29044, thank you! Marc Jacobs thou ....love limited too,positive
29045, BTW I STILL can`t believe how Awesome the NEWJABBAKIDZ performance was...U in the masks..I screamed at my pc,positive
29047,at the theatre.... seeing star trek for a second time becuase i am that cool,positive
29048, It depends if you are having fun or not...,neutral
29049," Thanks Heather, glad you like the dish",positive
29051,i have been in the lounge for HOURS...and i have not been productive at all. upps time to go out,negative
29052,  congratulations on your shirt btw!,positive
29054," ease of use, better camera, syncs w/iTunes, smaller (I looked at Storm), more eye-appealing & not clunky. -just a few!",neutral
29055,**** you is all i have to say,negative
29056,Happy imma get to see some lovely ladies,positive
29058," Wow, you mom has a lot of energy. I`m getting tired just reading your tweet and ur living it.",negative
29059,i forgot how much i really needed music until i barely had any for about a week. but i have music now. yay!,positive
29060,needs shows before wednesay!!! oh well... come one come all... Irvine Improv live @ Gotham Showcase 8pm  lots of good comics...then me.,positive
29061,Okay...So I have an AIM account now...Send me ur S/N`s on there so I can add u...Thx!,positive
29062, um...how long has it been since you slept?? startin to worry over here.. well i hope you are having fun... lots of love to you,neutral
29063, http://twitpic.com/4vp3x - *swoon* Nick looks so cute when he is serious  *faints*,neutral
29064,Congrats to Dave & Anna! Surprise proposal at the Enzian Theater in Orlando  http://qik.com/video/1638824,positive
29065, Well I guess they think of everything   Thanks so much for keeping the fans in the loop,positive
29066,"Wathing Dollhouse on Hulu, eating the special from El Taquito and a beer. B-day week is going well",positive
29067, hey you! Did you get my present this morning? Hope u liked it?,neutral
29068,New comic posted. Introducing  'Joe! - The Mini Strip'  http://tinyurl.com/oasxx2 (via ) cute Mother`s day strip!,positive
29069,"dont worry baby i`ll eat sum cake for the both of us , i`ll hit u up wen i get back. bye, dont eat too much at home",neutral
29070," You are a dope mom too! Love you too!!! Now stop drinking the mom juice, stop twittering and get some rest!",positive
29071, I`d rather do the early run..but I am a morning runner,neutral
29072,@_Esme_Cullen_  I`m taking a million songs from your blip.fm station thing. Sorry,negative
29075,Trying to figure out what to do tonight. See the game? Social events w. friends? Or stay home and play the s**t out of my drums,neutral
29076, Happy Mother`s Day!,positive
29077,"In bed now  tonight has been really really funny, best family ever !",positive
29078,live long and prosper,positive
29080,Karaoke at a small town bar. Having a wonderful time!,positive
29081,Oh it is so sunny.,negative
29082,"  told you, you would sweep haha :-p",positive
29083,"'Patchouli oil & incense had a surge in popularity in the 1960s & 1970s, mostly among devotees of the free love & hippie lifestyles.'",positive
29085, Thanks mama ! I absolutely adore her,positive
29086,on the way to kuya jordan`s house for an O`s sleepover  !,neutral
29087,Had a brill night out with the girls - met terry christian at tv21! He was really lovely. Home to berocca and toast,positive
29088,"_esl  If in doubt, wash separately   Normal concern is something fading onto the white.",neutral
29089,happiest girl in the world.  best weekend ever and I can`t wait for next weekend either!!!  so grateful for all my blessings!,positive
29090, BTW I STILL can`t believe how Awesome the NEWJABBAKIDZ performance was...U in the masks..I screamed at my pc,positive
29091, hahaha that was funnyy!,positive
29092, Prowse? I got a Christmas card of him last year.  & I wish I had the money right now. Saving for an apartment,neutral
29094,live on stickam.com/itstyleryo COME CHAT!,neutral
29095," so glad, I hope yall make it back down near New Orleans",positive
29096,is off to somewhere.,neutral
29097,I`m my mom`s company picnic at a Lake Elsinore Storm game. Oh the things we do to please moms,positive
29098, I just read your twitter bio. Love it. Very clever and cute. I`m all about smiles.,positive
29099, And I still recall how helpful you were way back when as I struggled on an AR contest question...,positive
29100,Yay! Bannerbomb for the Wii is finally out. I can run homebrew on my 4.0 Wii.,positive
29102, you mum sounds so humble ! what a sweet thing to ask for,positive
29104,grecia! its between mood & party! i wanna see him lol but we are going out fershure.,neutral
29105,everyone get #buckonellen one of the topic things!,neutral
29107,Having a long island ice tea,neutral
29108,feels great after solving a minor but long term problem with 3ds max just now!  Maybe I should try animating the avatar after all? xD,positive
29109," OMG, I get the $50 coupon from them all the time, do you?? I`m obsessed with their catalog when it comes in the mail",positive
29110,Enjoyed see`n everyone last night! even tho it was a really bad night financially... Cant wait to kick it again @ the drive -ins!,neutral
29111,_gutter Trent wore that shirt at my show,neutral
29112,having a great time in kc  http://twitpic.com/4w3fi,positive
29113,_apple miss you too kid i sent msg to you on yt,negative
29114,_double as if there are any other kind  http://myloc.me/Fkl,neutral
29115,causee not everyone can pass the challenge test duh,neutral
29116, Had one of the female servers tell her **** looks big in those pants. She will worry all night long Lol,negative
29118," Send that along, lady.",neutral
29119,I ? JONAS` second episode! Aww! Nick is so handsome,positive
29120,"_Kookie girl,rain is my song forrealll!!!",neutral
29121, not if i`m not on the list,neutral
29122, hmmm...the one restaurant/one grocery is sad. not the dukbolgi.,negative
29124,#pens...steigy...no politics hun...the obamas are not watching hockey,neutral
29126, i decided it was best for me to stay in tonight lady. i shall be in pittsburgh soon!!  (FAREWELL!!!),positive
29127,Just snuck out my window.. Now im laying on my roof looking at the stars. Its a nice night out tonight.,positive
29128, But I can still putt 30 yards longer than you can hit your driver,negative
29129, just watch evan longoria,neutral
29133, i need lele to answer meeee! Haha.,positive
29134, What`s for dinner?,neutral
29135,_ Awww. So that`s him. Nice attempt at hiding from the camera,positive
29136, alredy had my chocolate  it is impossible to resist ;),positive
29138,off to sleep  on 2 katy perry songs as soundtrack  x,neutral
29139," ohh yes. I`ve rented one and thought the same; very roomy. But hubby wont go for it.  welp, congrats on the new baby",neutral
